IMSI,MSISDN,IMEI,IP_Address,Timestamp,MCC,MNC,PLMN,TMSI,LMSI,TLLI,LAI,RAI,Network_Type,Device_Type
2069814218592,324930044922,880867604689761,36.17.184.247,260302071557+0100,206,20,20620,64716474,65177341,26731267,206-20-***,206-20-2539-19,5G,Tablet
2409207378665,467371955729,157484063413865,55.66.129.180,260319214006+0200,240,24,24024,19638134,72271729,61640573,240-24-***,240-24-1594-16,3G,Smartphone
3109063593121,141510099912,938440919824861,220.179.93.62,260313005130-0600,310,480,310480,39260538,21185397,23009630,310-480-***,310-480-3435-72,3G,Tablet
2401091204593,467979596384,532481203546819,180.127.120.3,260321041952+0100,240,8,24008,66015261,61575068,33219013,240-08-***,240-08-9517-13,4G,Tablet
2063757081518,324577833682,650928431446455,135.184.155.206,260227231214+0100,206,1,20601,70159098,57048513,39817504,206-01-***,206-01-4120-66,3G,Tablet
2409742757148,467912552916,563180763979447,174.3.179.241,260308130349+0100,240,1,24001,43756465,11305005,18819403,240-01-***,240-01-3226-62,4G,IoT Device
2347254528324,447323089122,879153764397150,71.211.98.51,260307184157+0100,234,30,23430,24368751,16406012,29937209,234-30-***,234-30-9623-46,5G,Smartphone
2069009401774,324919283249,596730591109670,56.244.243.163,260316015706+0200,206,1,20601,33773615,49743503,93605410,206-01-***,206-01-6056-94,3G,IoT Device
2408776297467,467930721782,198369969279006,189.136.36.146,260317012737+0100,240,16,24016,78850757,97314964,43948868,240-16-***,240-16-4657-48,5G,Tablet
3105763587311,120235492586,730535064564431,77.179.244.181,260227101313-0700,310,260,310260,37582677,32009962,81997874,310-260-***,310-260-9731-73,3G,Tablet
2402332904608,467367407248,161560891879997,24.35.70.43,260321233557+0200,240,16,24016,23737003,75516472,91194716,240-16-***,240-16-2274-35,4G,IoT Device
2407115275073,467613204063,318552382362819,87.251.42.155,260318183232+0200,240,2,24002,71258419,85564059,93617503,240-02-***,240-02-6221-99,3G,Tablet
2406619671979,467697816266,757220301416826,91.31.59.173,260313205845+0100,240,2,24002,99124408,58799177,87924168,240-02-***,240-02-4475-13,4G,Smartphone
3102712151970,161762731673,439157769928426,116.113.152.245,260307030857-0500,310,120,310120,75526683,79738465,65586290,310-120-***,310-120-8293-37,3G,Smartphone
2405120612687,467270144987,749667041589278,206.231.107.128,260319062647+0200,240,7,24007,23166417,29500474,57975240,240-07-***,240-07-1153-51,4G,IoT Device
2066864215112,324810912827,753865805653998,51.185.20.137,260307032450+0100,206,1,20601,38566587,75887284,67427104,206-01-***,206-01-9052-95,5G,Smartphone
3106773014235,130579434071,645048992766478,194.35.165.21,260221122540-0600,310,260,310260,51283221,80026193,68284389,310-260-***,310-260-7906-49,3G,Tablet
2400666029729,467351356099,169934311480681,131.127.192.110,260318030653+0200,240,16,24016,17858010,67594162,94106479,240-16-***,240-16-5111-25,3G,Smartphone
2343262375054,447422602784,622210172406837,163.213.182.83,260313143244+0100,234,38,23438,55078068,89862496,44744942,234-38-***,234-38-1020-36,5G,Tablet
2347105640067,447515867952,485081130874155,55.57.4.146,260228112407+0100,234,38,23438,12276349,70912003,54558562,234-38-***,234-38-1891-28,3G,Smartphone
3103921481964,130540436545,206353309160022,143.32.225.135,260319233139-0800,310,410,310410,30372231,67313183,54414116,310-410-***,310-410-6016-83,4G,IoT Device
3103417814808,161765861469,304048651193687,57.38.130.254,260318144537-0800,310,260,310260,58637833,74277931,46945241,310-260-***,310-260-7880-58,3G,Tablet
2400444718694,467039040808,647374132835571,217.160.224.49,260320170335+0100,240,4,24004,47808051,34701242,72664746,240-04-***,240-04-9327-70,4G,Tablet
2402595353241,467266620685,626170166090288,173.226.57.23,260223141404+0100,240,2,24002,54456594,50768280,19210640,240-02-***,240-02-2363-33,5G,Smartphone
2400261554277,467041045288,733130466468809,213.32.148.218,260301192356+0100,240,2,24002,13397860,43854408,93755805,240-02-***,240-02-3156-13,3G,Tablet
2348546413728,447312231448,815690916366802,154.0.162.206,260320084144+0000,234,30,23430,91648957,52630939,59335658,234-30-***,234-30-1453-52,5G,Smartphone
2345700562844,447429081160,899128296293956,124.82.4.78,260316133346+0100,234,33,23433,22274599,36139732,61286692,234-33-***,234-33-8327-52,3G,Tablet
2404921209698,467600775715,586017285623947,207.196.203.129,260317135724+0200,240,2,24002,65840632,51430641,64833497,240-02-***,240-02-1138-10,3G,Tablet
2400951980959,467905603266,279868575103153,218.165.169.12,260314235109+0200,240,8,24008,13383191,78341492,72831629,240-08-***,240-08-8480-75,4G,IoT Device
2407769688706,467310809107,980149292996722,211.54.112.195,260314094620+0100,240,5,24005,48087725,80757754,55465290,240-05-***,240-05-1012-30,4G,Tablet
2343491710035,447705833494,427923657475063,132.63.92.89,260317144923+0000,234,20,23420,63987604,84961510,55252462,234-20-***,234-20-8340-14,3G,Tablet
2063411525641,324850643305,495883140696514,148.233.197.198,260303103527+0100,206,20,20620,78621416,28901392,61698488,206-20-***,206-20-4358-58,5G,IoT Device
2063009224117,324815536731,748965754211521,67.85.150.72,260306113610+0200,206,5,20605,87881429,94036173,31339357,206-05-***,206-05-6554-62,3G,IoT Device
3100739955131,120239868863,546826169412307,99.140.23.231,260312030234-0600,310,480,310480,57744354,60844865,70302483,310-480-***,310-480-1117-83,5G,Tablet
2346422563851,447703121914,455408802381454,89.164.113.153,260316144718+0100,234,15,23415,17611166,42862256,28522980,234-15-***,234-15-8626-72,3G,IoT Device
3102255922719,130507441148,616578952978328,37.67.74.58,260226211831-0700,310,120,310120,48345515,53370212,35828840,310-120-***,310-120-6613-42,4G,Tablet
2400098936870,467072151847,479873404000543,114.20.220.88,260224050302+0100,240,2,24002,96211957,22097638,31713440,240-02-***,240-02-8111-65,3G,Tablet
2062724450389,324647649952,351755722537742,148.113.9.14,260318070357+0100,206,20,20620,31160973,95967653,65194074,206-20-***,206-20-5901-84,3G,Smartphone
3105145462605,141538555885,867110209189034,212.69.182.89,260306101937-0500,310,480,310480,73315593,71635698,43829450,310-480-***,310-480-5716-80,4G,Smartphone
2341113083212,447361762519,711481953102983,148.247.19.235,260228165638+0100,234,33,23433,39325055,22646032,29257785,234-33-***,234-33-6478-37,5G,IoT Device
3107498887105,141584043800,827156286665815,103.168.113.192,260316205454-0700,310,260,310260,38031391,93501853,43303246,310-260-***,310-260-9201-22,3G,Smartphone
3106469549465,161720548885,169012217325791,56.38.2.229,260303215534-0600,310,260,310260,64860983,34794032,98743876,310-260-***,310-260-4958-40,5G,Smartphone
2405232099662,467625070120,116778638407588,215.46.255.165,260321052846+0200,240,24,24024,31590418,27492953,29560426,240-24-***,240-24-3713-63,5G,Smartphone
3103178587873,141505386767,711524240373796,78.163.35.181,260221121100-0600,310,410,310410,73825481,29002617,84551867,310-410-***,310-410-9398-51,5G,IoT Device
2409946501235,467682239497,149107858340626,193.101.131.37,260320021057+0100,240,16,24016,28893892,93811386,59470871,240-16-***,240-16-8263-25,5G,IoT Device
2067774599418,324936808988,183020089320796,169.12.190.147,260228174417+0200,206,10,20610,48269143,49242392,80703173,206-10-***,206-10-6061-19,4G,IoT Device
2403912552500,467208973760,988713622787033,24.83.54.106,260304215958+0200,240,8,24008,27883794,25252738,96440783,240-08-***,240-08-6815-26,4G,IoT Device
2349285867436,447348988336,284464428175060,202.87.26.88,260225084255+0000,234,38,23438,89243560,49397554,72374286,234-38-***,234-38-7622-36,3G,Smartphone
2409142967307,467368638646,202756620781277,91.217.164.4,260321071611+0100,240,16,24016,90708087,44499898,93174968,240-16-***,240-16-6658-19,3G,Smartphone
2408823916270,467391418562,418833603383167,207.244.4.104,260316020423+0200,240,16,24016,34107211,87961878,16292552,240-16-***,240-16-6331-50,5G,IoT Device
2407094195130,467645529003,570713079205708,182.24.240.19,260224103500+0100,240,24,24024,36362137,88037516,27642860,240-24-***,240-24-3302-97,4G,IoT Device
2068371642946,324525798123,354858541603089,164.66.93.234,260321062443+0200,206,5,20605,90610949,34829020,59905491,206-05-***,206-05-1035-36,3G,Tablet
3101530804027,151217781289,435396693234542,20.42.151.201,260301123513-0600,310,120,310120,98789053,29588893,37588324,310-120-***,310-120-2431-47,3G,Smartphone
2401427656570,467662141635,173845872142106,102.220.189.125,260305194747+0200,240,24,24024,97388349,26142893,26376169,240-24-***,240-24-9468-24,4G,Smartphone
2348200941244,447516194653,723747240923879,126.96.244.53,260322174813+0000,234,10,23410,79554630,41473922,34567364,234-10-***,234-10-7385-46,4G,Tablet
2069895342517,324513588121,601166735524899,41.87.32.177,260305102709+0100,206,5,20605,43515483,10195193,77795236,206-05-***,206-05-7234-66,4G,Smartphone
3108804112126,120209061029,623288767469778,193.120.145.146,260221175815-0500,310,260,310260,13387309,36005601,48142059,310-260-***,310-260-1215-23,4G,Smartphone
2064835574908,324774717715,548768046489643,219.212.18.133,260311095903+0100,206,20,20620,30479678,30275195,45137329,206-20-***,206-20-4815-86,3G,IoT Device
3105899609932,151234309262,126155154824015,133.124.190.22,260310085640-0800,310,260,310260,29501901,19433255,70464129,310-260-***,310-260-2750-78,5G,Smartphone
2067332471525,324999967390,354915121697281,84.176.15.230,260221044106+0100,206,1,20601,82405215,78460286,59619291,206-01-***,206-01-2105-94,5G,IoT Device
2349085734698,447775897015,484942742270955,45.148.249.98,260322024918+0000,234,30,23430,73836724,71102906,97447899,234-30-***,234-30-4961-47,3G,Smartphone
2068890896435,324682018776,706432201294411,144.102.0.10,260314065122+0100,206,1,20601,59692599,39623965,94779244,206-01-***,206-01-6261-98,3G,Tablet
2406620627244,467609967450,708689621623925,2.53.93.2,260223015116+0100,240,4,24004,27862553,68384762,56610736,240-04-***,240-04-9088-17,4G,Smartphone
2348112005655,447530407439,373752038727075,117.171.56.60,260302205455+0100,234,38,23438,91335299,38804046,40498283,234-38-***,234-38-8276-53,4G,Tablet
2344823289017,447306378118,678712418938395,204.93.53.84,260322185424+0000,234,20,23420,44958584,35628453,47188033,234-20-***,234-20-3739-34,5G,Tablet
2340384058870,447591931873,274250973351950,14.24.82.26,260221010651+0100,234,38,23438,92596020,65606305,28846571,234-38-***,234-38-2274-27,5G,Tablet
2069389833337,324973358058,316892919989598,55.188.216.112,260301230335+0100,206,10,20610,19102402,48001235,79453458,206-10-***,206-10-5478-13,5G,Tablet
2407464227300,467636470487,180391454280489,209.80.229.88,260224202757+0200,240,8,24008,24596865,91038337,28911723,240-08-***,240-08-2095-54,4G,Tablet
2347799380470,447330376049,245581469179970,123.241.86.1,260310071218+0100,234,30,23430,54524660,71096841,87788422,234-30-***,234-30-7914-37,3G,IoT Device
3102713622557,161741903222,199492921388691,212.56.175.81,260320190523-0600,310,120,310120,84475169,64333783,68166312,310-120-***,310-120-1335-74,3G,IoT Device
2405724168584,467336981053,514908960534749,155.181.30.155,260223134803+0200,240,1,24001,34520937,95937223,38474900,240-01-***,240-01-6054-20,5G,IoT Device
2404565139072,467674533962,525394729991780,66.211.141.130,260225032050+0100,240,1,24001,97688828,34464422,74540634,240-01-***,240-01-8718-89,5G,Smartphone
2402263861716,467913835817,780351581052450,24.253.245.16,260322054711+0200,240,4,24004,35231339,52148632,70887254,240-04-***,240-04-3278-67,3G,Tablet
2063579614440,324557997984,396066481522791,217.13.185.202,260315074114+0200,206,10,20610,24791800,11743570,72583869,206-10-***,206-10-3915-19,3G,IoT Device
2343020068652,447420420422,473830237042848,122.28.45.31,260319231554+0100,234,20,23420,52440533,16519813,20108720,234-20-***,234-20-6586-15,4G,Tablet
2068932008587,324721932694,471425526431029,21.71.140.38,260308092829+0200,206,20,20620,25578888,28072642,13618994,206-20-***,206-20-3257-47,4G,Smartphone
3107178620892,151299793483,333931189480742,199.77.114.146,260302082643-0800,310,410,310410,63967665,77483384,93832483,310-410-***,310-410-9513-37,5G,Tablet
2407547503168,467057366409,660091648012003,222.20.101.16,260309132024+0100,240,24,24024,85996726,12779541,81147646,240-24-***,240-24-6770-17,3G,Tablet
2409544088885,467037219304,223308088084829,107.173.130.64,260222113427+0200,240,1,24001,64724159,12299586,48252199,240-01-***,240-01-6032-66,4G,Tablet
3103221563439,151268252381,560292224743299,21.59.215.153,260226090658-0600,310,120,310120,57821469,53673370,70088812,310-120-***,310-120-9181-39,5G,Tablet
2346541390744,447429792022,349058091237032,31.214.79.32,260314013251+0100,234,15,23415,95182702,97313028,28521675,234-15-***,234-15-9670-39,4G,Smartphone
3105206108410,151297775323,837305386377364,63.13.130.66,260222023728-0500,310,260,310260,29513936,25612454,69356485,310-260-***,310-260-8107-13,3G,IoT Device
2340436917423,447808691918,171894549817455,73.121.182.70,260306145029+0100,234,15,23415,27573632,70326288,52956481,234-15-***,234-15-3773-75,5G,IoT Device
2062336286411,324892770389,412552251364903,82.46.246.196,260224141707+0200,206,1,20601,67958085,53938899,70460614,206-01-***,206-01-1395-42,3G,Smartphone
2401901018554,467057448703,845276311717474,108.93.90.172,260226071933+0200,240,24,24024,90668540,12990784,73646046,240-24-***,240-24-3419-85,5G,Smartphone
2067362305762,324572669318,590564098521862,141.151.230.10,260309184733+0100,206,5,20605,59586954,39756856,90735056,206-05-***,206-05-9616-57,3G,Smartphone
2344224349093,447526926344,501998368304105,194.184.231.10,260310092430+0100,234,15,23415,51376510,55270022,98003468,234-15-***,234-15-5322-96,5G,Tablet
3102867566807,130545710717,788288380655026,95.225.12.1,260305090434-0500,310,120,310120,50715728,73930727,28007446,310-120-***,310-120-4693-91,4G,Tablet
2062020765796,324875813434,463742957762369,208.212.174.157,260313043742+0100,206,1,20601,61646589,64745378,43256772,206-01-***,206-01-5283-62,5G,Tablet
3109776740495,120269251911,565655555652927,192.48.249.214,260301095613-0800,310,120,310120,99725828,84509607,26703563,310-120-***,310-120-3978-10,4G,Tablet
2064677933839,324702786263,245210154135039,134.201.217.125,260304170324+0200,206,5,20605,70496402,80314738,52063743,206-05-***,206-05-5233-97,5G,Smartphone
2409067736852,467274761155,813295684973840,105.76.8.246,260317235240+0200,240,2,24002,10430704,79708011,24918517,240-02-***,240-02-3893-12,3G,Smartphone
2400766786198,467664533837,404733263107476,158.181.242.36,260306163720+0100,240,8,24008,13372879,35918526,21573846,240-08-***,240-08-3313-21,3G,Tablet
2403396414412,467657988027,287474170993525,202.2.248.235,260306121027+0200,240,24,24024,19641814,30734230,10125310,240-24-***,240-24-8501-34,5G,Tablet
3100047587012,161708703411,625982333861010,92.255.159.135,260302182630-0700,310,410,310410,81121581,36850327,17200511,310-410-***,310-410-6115-61,4G,IoT Device
2407800560886,467284196284,242168649447469,180.35.100.29,260302151136+0200,240,5,24005,13889703,58279365,76515096,240-05-***,240-05-6621-96,5G,Smartphone
2065768538933,324762419517,844847466318927,82.27.235.35,260227052618+0100,206,5,20605,79569770,61004534,93046553,206-05-***,206-05-2032-79,3G,IoT Device
2347379956880,447859665216,393027224878648,68.134.190.84,260302135614+0100,234,33,23433,13195539,26773479,16902974,234-33-***,234-33-8681-82,4G,IoT Device
2346410220583,447595788083,564953312627382,133.236.91.16,260309071224+0000,234,38,23438,69309795,63210317,12178541,234-38-***,234-38-2520-74,4G,Smartphone
3109179261198,120295606993,342526733236736,110.97.247.17,260304202557-0800,310,120,310120,55648735,44303452,16403999,310-120-***,310-120-7519-28,4G,Smartphone
2400272216317,467319938927,425561973409586,169.41.182.123,260223132812+0200,240,5,24005,42804170,52978637,49008616,240-05-***,240-05-2954-18,3G,Smartphone
3104299663907,141526633891,334071292800237,41.221.87.167,260304125835-0600,310,260,310260,17399128,94872855,65040061,310-260-***,310-260-3283-59,4G,Smartphone
2403361239338,467089454975,208984545238589,29.213.225.82,260224120516+0100,240,2,24002,68974121,30263048,56715796,240-02-***,240-02-5682-18,4G,IoT Device
2403709031346,467343901533,875902055833265,212.51.128.25,260314230541+0200,240,24,24024,15252871,92321214,11752057,240-24-***,240-24-2241-38,3G,Smartphone
2409364590300,467679913468,152951496065612,87.132.105.160,260303154558+0100,240,2,24002,25060941,76162965,51748561,240-02-***,240-02-9278-49,5G,IoT Device
3100688772753,161766897073,502058572180893,28.107.58.185,260308062153-0600,310,480,310480,24583427,63339089,91215406,310-480-***,310-480-8946-33,3G,Tablet
2062056680735,324667565298,110073715303610,1.216.156.181,260307041727+0100,206,20,20620,12216805,46070160,94142246,206-20-***,206-20-7090-41,5G,Tablet
3109950098726,141562716752,112700215935415,55.145.45.221,260223141252-0500,310,410,310410,76751824,31138871,41537171,310-410-***,310-410-2786-10,3G,Smartphone
3105891995974,151251984656,383537151603288,29.161.238.156,260311071421-0700,310,260,310260,78644573,89076170,44636797,310-260-***,310-260-5125-69,4G,Smartphone
3105288280823,120243025200,976708512989042,15.106.153.15,260223161035-0700,310,120,310120,99958778,65626320,87027018,310-120-***,310-120-9091-26,4G,Smartphone
2407099785061,467613121788,988927678816266,137.236.169.112,260313041728+0200,240,4,24004,64033922,92059797,78183324,240-04-***,240-04-6176-40,4G,Tablet
3104446117954,161757117049,443676214153614,9.87.241.8,260320192006-0700,310,260,310260,54950831,19657138,99249401,310-260-***,310-260-3624-40,3G,IoT Device
2061670491561,324507260768,572008211640640,31.72.151.160,260301143338+0100,206,5,20605,16910166,55166528,83983011,206-05-***,206-05-3476-22,5G,IoT Device
2347294289811,447764972483,307904135957485,197.51.158.83,260301213215+0100,234,20,23420,93462304,24568594,39382702,234-20-***,234-20-2688-27,5G,Smartphone
2068238818716,324946756892,910466882476807,12.186.74.242,260318030942+0200,206,10,20610,28282211,54262575,72923973,206-10-***,206-10-4248-38,4G,Tablet
3104636762136,120262949447,942308922724557,4.92.90.183,260309223600-0700,310,120,310120,62317386,90464278,88826760,310-120-***,310-120-4108-21,4G,IoT Device
3109333639960,120244715997,765334011944595,14.155.186.60,260308065446-0700,310,120,310120,92824988,62698695,20542058,310-120-***,310-120-2715-89,4G,IoT Device
2348412640535,447493227697,355656610572186,144.55.98.37,260223171659+0000,234,33,23433,47449379,55271967,39687893,234-33-***,234-33-8443-68,4G,Smartphone
2064993945227,324918055470,174665096887302,129.10.139.217,260303131102+0200,206,1,20601,85513487,66016513,97623382,206-01-***,206-01-7587-89,3G,Tablet
2066409762827,324528826310,862738036872540,139.125.200.120,260224071716+0100,206,10,20610,69054037,76152956,43870902,206-10-***,206-10-7692-92,3G,Smartphone
2408127731774,467278943788,731386242427581,170.46.88.77,260316111807+0200,240,4,24004,46615576,13357334,61313789,240-04-***,240-04-1172-45,3G,Smartphone
2349531647059,447588753407,965844583284568,217.134.84.20,260223091325+0000,234,38,23438,78655030,87034202,41565579,234-38-***,234-38-6431-79,3G,IoT Device
2062281940334,324977593367,828290703588454,190.101.249.38,260302071744+0100,206,1,20601,88001609,14340101,83020667,206-01-***,206-01-8860-21,3G,IoT Device
3103119676475,161733566388,323307328227069,121.127.94.97,260311142352-0800,310,120,310120,73369834,76993613,71208612,310-120-***,310-120-4432-74,5G,Smartphone
3108507702368,120204636320,217829325461214,80.152.169.35,260227051325-0600,310,120,310120,88705158,22208135,33585198,310-120-***,310-120-9724-49,3G,IoT Device
2064194926511,324958020231,535020902180961,65.37.133.229,260319004904+0200,206,20,20620,30956696,51671327,92058841,206-20-***,206-20-4101-23,5G,IoT Device
2069730980657,324673801658,511602945632454,74.253.182.69,260221012751+0100,206,1,20601,10925970,58244287,40367812,206-01-***,206-01-5874-39,4G,IoT Device
3105409852177,130596229234,653129917184461,28.246.130.164,260312132552-0500,310,480,310480,98271438,69071749,35450808,310-480-***,310-480-6360-64,5G,Smartphone
2066674001847,324869953596,131517427124084,195.242.103.97,260318224635+0200,206,10,20610,73714763,61353675,58139474,206-10-***,206-10-4984-13,5G,Tablet
2064718038814,324671045826,180490809600750,165.197.139.139,260301231613+0100,206,10,20610,71696789,87569865,70939316,206-10-***,206-10-7250-32,3G,IoT Device
2346677481893,447316368426,424004923618913,203.57.71.162,260313143152+0000,234,15,23415,52506828,55726012,89990695,234-15-***,234-15-2213-68,5G,Smartphone
3107818414762,130580267094,646518281867716,72.165.180.253,260317003544-0700,310,480,310480,47373806,19750484,79654659,310-480-***,310-480-3656-69,3G,IoT Device
2409912936322,467902979801,385193084720967,65.4.67.141,260221071442+0200,240,16,24016,42811999,82239027,66635499,240-16-***,240-16-1851-42,5G,IoT Device
3103767039274,161791438397,528490610530833,96.54.234.240,260313182352-0800,310,410,310410,60440163,14963642,23808586,310-410-***,310-410-2106-89,4G,Tablet
2348888270322,447589136043,702835344557663,143.121.83.184,260227035358+0100,234,30,23430,86464363,50709953,12391551,234-30-***,234-30-2832-54,3G,Smartphone
2408277594792,467270192467,576491609579633,140.55.241.67,260305230119+0100,240,24,24024,73690100,26092546,19580526,240-24-***,240-24-6432-74,4G,IoT Device
2061650817037,324813524281,674466539453845,180.189.197.225,260223111430+0200,206,1,20601,56073636,49927758,31775731,206-01-***,206-01-8598-13,5G,Tablet
3103987920148,130592379259,905989866865066,74.161.120.236,260307023135-0600,310,410,310410,13430016,26197387,21495769,310-410-***,310-410-5458-91,4G,Tablet
3101503555818,120206605677,983732622136008,190.63.158.92,260319225936-0700,310,410,310410,46692509,38698891,82469555,310-410-***,310-410-9619-61,4G,Smartphone
2407823691099,467687219163,999028590916516,30.98.111.244,260321191418+0100,240,16,24016,82956551,15635589,14188088,240-16-***,240-16-5024-87,5G,Smartphone
2347009358717,447320055501,829564807890052,103.145.34.143,260310103702+0100,234,15,23415,89108459,91298760,45367677,234-15-***,234-15-2667-51,3G,Tablet
2063349232124,324602583303,636732421322769,91.162.105.234,260222095506+0100,206,5,20605,11968384,44260288,97156409,206-05-***,206-05-6820-54,5G,Tablet
3109811078087,151267845334,956220663357843,168.148.224.102,260322062906-0700,310,410,310410,71147559,15287438,19366489,310-410-***,310-410-9134-93,3G,Smartphone
2406375060503,467251163784,574971467362530,63.57.199.50,260221235424+0100,240,5,24005,42885124,45888394,98867904,240-05-***,240-05-4240-61,3G,Smartphone
2062699272870,324629400975,209116841029394,65.55.158.62,260227201335+0200,206,1,20601,11516234,87143581,87219297,206-01-***,206-01-3765-66,3G,Smartphone
3106459817130,130529284422,244054633843321,36.16.142.163,260305130551-0700,310,480,310480,42597599,40913566,15006326,310-480-***,310-480-8665-81,5G,Tablet
2400302930958,467620207520,126643462556931,158.75.43.93,260228220620+0100,240,7,24007,78644594,68021302,10947084,240-07-***,240-07-3713-89,4G,Tablet
3107443730535,161762763009,757871106325273,150.49.98.29,260224092706-0600,310,260,310260,91499552,69042210,61773880,310-260-***,310-260-2918-44,3G,IoT Device
3102037569414,130514013988,733070518429533,21.41.164.191,260306080255-0700,310,120,310120,72002380,23865672,79046338,310-120-***,310-120-4793-84,3G,Tablet
2348856380285,447412004164,843855875155964,98.192.51.15,260301123719+0000,234,33,23433,82529078,74025259,14236690,234-33-***,234-33-5619-11,5G,IoT Device
2069508888423,324794021698,160670996813563,13.109.43.177,260306004138+0100,206,1,20601,61546376,29639085,29169490,206-01-***,206-01-9482-69,3G,Smartphone
2346157723551,447727484792,727043900599446,169.119.237.120,260320125414+0100,234,30,23430,23237440,70368483,40025805,234-30-***,234-30-4008-64,4G,Tablet
2344470674091,447460287007,187170751064802,56.251.215.154,260224194119+0000,234,30,23430,36084915,29452948,57898932,234-30-***,234-30-1918-63,5G,IoT Device
3108489465411,130542296069,210516223821729,174.225.205.171,260321161846-0500,310,120,310120,51991873,29361352,20395229,310-120-***,310-120-9886-78,3G,Tablet
3109675676594,161763787855,891545237118972,162.151.168.80,260316182117-0800,310,480,310480,47881548,79618389,25268468,310-480-***,310-480-9472-28,3G,IoT Device
3108747267326,161713615936,514102590762028,126.44.33.88,260311125851-0500,310,480,310480,30755286,13876382,74640255,310-480-***,310-480-4260-37,4G,IoT Device
2341324591231,447514215825,442564515143438,76.196.89.120,260312213206+0100,234,38,23438,29894718,56347063,18176742,234-38-***,234-38-7695-33,5G,Tablet
2403415949283,467394283527,181477396077149,29.79.190.111,260225134802+0200,240,4,24004,74239514,63161481,49118959,240-04-***,240-04-1584-54,3G,Smartphone
2063242234177,324921170052,486313425960901,23.130.209.56,260321041513+0100,206,20,20620,31378329,73337045,26228232,206-20-***,206-20-2750-73,5G,Smartphone
3107094315211,161797178625,975717876156368,65.41.13.57,260227040246-0600,310,120,310120,82866540,63499753,46598455,310-120-***,310-120-9815-46,3G,Smartphone
3106062853674,161728187113,651431023543133,121.68.210.241,260303153451-0700,310,120,310120,25783147,22371054,28974807,310-120-***,310-120-5659-51,4G,IoT Device
3108399049791,120230337991,643080801850297,209.5.229.247,260226030256-0500,310,480,310480,63519680,68933153,17026662,310-480-***,310-480-5684-50,4G,Tablet
3105776140692,151200542863,566606007408851,39.75.69.220,260317020941-0700,310,410,310410,69487142,51234260,45639539,310-410-***,310-410-1099-86,3G,Smartphone
2345823552637,447438061779,906155448904381,78.87.149.60,260311095359+0100,234,10,23410,17105233,11384340,63237051,234-10-***,234-10-4989-77,5G,Smartphone
2065076140486,324971690733,846741092109200,199.181.226.37,260307112614+0100,206,1,20601,93373651,24441316,25645931,206-01-***,206-01-6162-86,5G,IoT Device
2349894793983,447746906109,673594380338223,184.143.73.197,260315231213+0000,234,10,23410,84179447,94680984,32254976,234-10-***,234-10-7256-81,4G,Smartphone
2067270592501,324987206965,692285907677887,169.26.169.13,260319183611+0100,206,10,20610,26485365,35460987,11333583,206-10-***,206-10-4471-68,4G,Tablet
2346632956898,447757489367,957612480619750,222.2.173.39,260314015157+0000,234,33,23433,10323197,39216491,80328237,234-33-***,234-33-9133-26,3G,Smartphone
2400153150058,467253485842,543481865614178,203.78.50.251,260316203130+0200,240,1,24001,50482337,39332296,70566589,240-01-***,240-01-5216-36,5G,IoT Device
3107981695352,141569360425,868706049040193,179.66.128.193,260322030034-0500,310,120,310120,86954356,51976213,85172187,310-120-***,310-120-9547-35,3G,Tablet
2407434259512,467286952938,315359481062868,70.191.14.35,260317141513+0200,240,5,24005,56476870,28202345,23237796,240-05-***,240-05-4054-45,4G,Tablet
2401325704414,467922430259,535224488885573,77.37.12.69,260225213140+0100,240,24,24024,89725463,39545139,91276999,240-24-***,240-24-4670-53,5G,Smartphone
3105026259914,130553959569,263282507207036,108.172.137.39,260320050951-0700,310,260,310260,75218395,92985920,84790194,310-260-***,310-260-7531-10,5G,Tablet
2065277374811,324944878905,301513159184409,191.242.209.174,260314030755+0200,206,5,20605,13037273,18192347,32542467,206-05-***,206-05-7371-38,3G,Smartphone
2347313022037,447454053340,228748706478506,87.71.119.45,260314204130+0100,234,33,23433,14204678,93802639,40708432,234-33-***,234-33-8486-75,3G,Tablet
2065102146548,324593220615,328967355019177,76.235.197.111,260302221018+0200,206,1,20601,90791519,78478658,69363161,206-01-***,206-01-9784-58,4G,IoT Device
2340622501775,447817489092,367383899360447,32.107.238.78,260306012445+0000,234,20,23420,12406045,72286203,94552970,234-20-***,234-20-8636-91,5G,Smartphone
2406527398311,467259822189,819270267016244,165.118.12.9,260228055255+0200,240,16,24016,46054086,56148716,19465066,240-16-***,240-16-1838-55,4G,IoT Device
3104084978531,141502743939,255478869165459,108.65.153.155,260301114313-0800,310,120,310120,47720779,82475086,13194364,310-120-***,310-120-4525-72,3G,Smartphone
3109586072509,130533020682,291249520538452,187.138.100.8,260304012431-0600,310,120,310120,84583388,24958758,37727255,310-120-***,310-120-6180-26,5G,Tablet
2343266103821,447386205025,528260471309996,118.191.95.201,260311182705+0100,234,33,23433,33152233,91733304,49881823,234-33-***,234-33-6190-67,4G,Smartphone
2060345621555,324674216919,578803997594190,91.113.213.97,260316120259+0200,206,10,20610,43672985,53318956,45461656,206-10-***,206-10-9162-72,3G,Tablet
2402924098866,467611870074,922586638900618,61.92.53.204,260305065433+0200,240,8,24008,15293868,30520311,14333950,240-08-***,240-08-5932-73,5G,IoT Device
2065216359244,324750765478,787343479155939,13.201.211.234,260321103446+0100,206,10,20610,81852988,88501524,72586399,206-10-***,206-10-7056-65,4G,Tablet
