IMSI,MSISDN,IMEI,IP_Address,MCC,MNC,PLMN,TMSI,LMSI,TLLI,LAI,RAI
24011XXXXXXXX,4670XXXXXXXX,27233728XXXXXXX,209.182.XXX.XXX,240,46,24046,53000000,37000000,98000000,240-46-XXXX,240-46-XXXX
24089XXXXXXXX,4670XXXXXXXX,94930770XXXXXXX,103.1.XXX.XXX,240,30,24030,95000000,64000000,40000000,240-30-XXXX,240-30-XXXX
24030XXXXXXXX,4670XXXXXXXX,85027078XXXXXXX,119.168.XXX.XXX,240,83,24083,84000000,62000000,12000000,240-83-XXXX,240-83-XXXX
24079XXXXXXXX,4670XXXXXXXX,32954436XXXXXXX,59.134.XXX.XXX,240,85,24085,77000000,86000000,48000000,240-85-XXXX,240-85-XXXX
24018XXXXXXXX,4670XXXXXXXX,25378676XXXXXXX,56.178.XXX.XXX,240,90,24090,56000000,92000000,22000000,240-90-XXXX,240-90-XXXX
24019XXXXXXXX,4670XXXXXXXX,44692999XXXXXXX,209.137.XXX.XXX,240,55,24055,83000000,73000000,55000000,240-55-XXXX,240-55-XXXX
24032XXXXXXXX,4670XXXXXXXX,22747273XXXXXXX,27.54.XXX.XXX,240,35,24035,53000000,29000000,99000000,240-35-XXXX,240-35-XXXX
24070XXXXXXXX,4670XXXXXXXX,20176468XXXXXXX,193.86.XXX.XXX,240,29,24029,76000000,32000000,74000000,240-29-XXXX,240-29-XXXX
24090XXXXXXXX,4670XXXXXXXX,18486376XXXXXXX,48.241.XXX.XXX,240,12,24012,48000000,24000000,88000000,240-12-XXXX,240-12-XXXX
24057XXXXXXXX,4670XXXXXXXX,99868288XXXXXXX,200.179.XXX.XXX,240,82,24082,99000000,45000000,60000000,240-82-XXXX,240-82-XXXX
24016XXXXXXXX,4670XXXXXXXX,67747822XXXXXXX,39.229.XXX.XXX,240,87,24087,21000000,88000000,15000000,240-87-XXXX,240-87-XXXX
24099XXXXXXXX,4670XXXXXXXX,99956461XXXXXXX,142.226.XXX.XXX,240,82,24082,41000000,15000000,50000000,240-82-XXXX,240-82-XXXX
24057XXXXXXXX,4670XXXXXXXX,48996404XXXXXXX,12.13.XXX.XXX,240,82,24082,26000000,91000000,39000000,240-82-XXXX,240-82-XXXX
24029XXXXXXXX,4670XXXXXXXX,67860161XXXXXXX,49.44.XXX.XXX,240,87,24087,26000000,81000000,47000000,240-87-XXXX,240-87-XXXX
24023XXXXXXXX,4670XXXXXXXX,74302051XXXXXXX,91.120.XXX.XXX,240,49,24049,84000000,58000000,22000000,240-49-XXXX,240-49-XXXX
24062XXXXXXXX,4670XXXXXXXX,85441912XXXXXXX,122.240.XXX.XXX,240,33,24033,41000000,48000000,56000000,240-33-XXXX,240-33-XXXX
24060XXXXXXXX,4670XXXXXXXX,75790167XXXXXXX,61.230.XXX.XXX,240,33,24033,29000000,15000000,18000000,240-33-XXXX,240-33-XXXX
24061XXXXXXXX,4670XXXXXXXX,94857213XXXXXXX,41.82.XXX.XXX,240,49,24049,12000000,71000000,96000000,240-49-XXXX,240-49-XXXX
24013XXXXXXXX,4670XXXXXXXX,18241058XXXXXXX,210.116.XXX.XXX,240,82,24082,95000000,31000000,39000000,240-82-XXXX,240-82-XXXX
24070XXXXXXXX,4670XXXXXXXX,99311120XXXXXXX,76.99.XXX.XXX,240,80,24080,13000000,61000000,76000000,240-80-XXXX,240-80-XXXX
24014XXXXXXXX,4670XXXXXXXX,62332599XXXXXXX,111.40.XXX.XXX,240,29,24029,10000000,49000000,42000000,240-29-XXXX,240-29-XXXX
24047XXXXXXXX,4670XXXXXXXX,51712472XXXXXXX,63.112.XXX.XXX,240,98,24098,99000000,91000000,51000000,240-98-XXXX,240-98-XXXX
24062XXXXXXXX,4670XXXXXXXX,19001219XXXXXXX,133.110.XXX.XXX,240,36,24036,42000000,21000000,55000000,240-36-XXXX,240-36-XXXX
24066XXXXXXXX,4670XXXXXXXX,10130258XXXXXXX,28.189.XXX.XXX,240,30,24030,18000000,98000000,47000000,240-30-XXXX,240-30-XXXX
24056XXXXXXXX,4670XXXXXXXX,78148755XXXXXXX,183.197.XXX.XXX,240,82,24082,10000000,61000000,74000000,240-82-XXXX,240-82-XXXX
24031XXXXXXXX,4670XXXXXXXX,30727083XXXXXXX,138.165.XXX.XXX,240,94,24094,16000000,73000000,67000000,240-94-XXXX,240-94-XXXX
24046XXXXXXXX,4670XXXXXXXX,85370049XXXXXXX,16.251.XXX.XXX,240,73,24073,31000000,65000000,87000000,240-73-XXXX,240-73-XXXX
24056XXXXXXXX,4670XXXXXXXX,52176343XXXXXXX,99.9.XXX.XXX,240,90,24090,79000000,67000000,81000000,240-90-XXXX,240-90-XXXX
24051XXXXXXXX,4670XXXXXXXX,55351035XXXXXXX,132.168.XXX.XXX,240,98,24098,98000000,38000000,81000000,240-98-XXXX,240-98-XXXX
24025XXXXXXXX,4670XXXXXXXX,71829249XXXXXXX,219.80.XXX.XXX,240,30,24030,46000000,97000000,56000000,240-30-XXXX,240-30-XXXX
24039XXXXXXXX,4670XXXXXXXX,68549354XXXXXXX,177.241.XXX.XXX,240,93,24093,13000000,19000000,40000000,240-93-XXXX,240-93-XXXX
24059XXXXXXXX,4670XXXXXXXX,41762465XXXXXXX,161.19.XXX.XXX,240,80,24080,62000000,39000000,50000000,240-80-XXXX,240-80-XXXX
24019XXXXXXXX,4670XXXXXXXX,52200000XXXXXXX,152.197.XXX.XXX,240,12,24012,51000000,36000000,27000000,240-12-XXXX,240-12-XXXX
24077XXXXXXXX,4670XXXXXXXX,55636679XXXXXXX,203.69.XXX.XXX,240,90,24090,91000000,36000000,23000000,240-90-XXXX,240-90-XXXX
24000XXXXXXXX,4670XXXXXXXX,56127382XXXXXXX,121.142.XXX.XXX,240,36,24036,43000000,39000000,67000000,240-36-XXXX,240-36-XXXX
24049XXXXXXXX,4670XXXXXXXX,45616050XXXXXXX,78.176.XXX.XXX,240,88,24088,63000000,27000000,15000000,240-88-XXXX,240-88-XXXX
24020XXXXXXXX,4670XXXXXXXX,98872412XXXXXXX,41.68.XXX.XXX,240,4,24004,40000000,21000000,78000000,240-04-XXXX,240-04-XXXX
24092XXXXXXXX,4670XXXXXXXX,42318301XXXXXXX,121.213.XXX.XXX,240,86,24086,85000000,56000000,35000000,240-86-XXXX,240-86-XXXX
24033XXXXXXXX,4670XXXXXXXX,92057018XXXXXXX,46.176.XXX.XXX,240,90,24090,79000000,74000000,26000000,240-90-XXXX,240-90-XXXX
24026XXXXXXXX,4670XXXXXXXX,55866336XXXXXXX,208.96.XXX.XXX,240,18,24018,12000000,32000000,78000000,240-18-XXXX,240-18-XXXX
24042XXXXXXXX,4670XXXXXXXX,77630143XXXXXXX,70.165.XXX.XXX,240,69,24069,82000000,97000000,43000000,240-69-XXXX,240-69-XXXX
24055XXXXXXXX,4670XXXXXXXX,71313853XXXXXXX,14.87.XXX.XXX,240,83,24083,31000000,20000000,48000000,240-83-XXXX,240-83-XXXX
24005XXXXXXXX,4670XXXXXXXX,78183729XXXXXXX,25.43.XXX.XXX,240,33,24033,86000000,18000000,82000000,240-33-XXXX,240-33-XXXX
24092XXXXXXXX,4670XXXXXXXX,78477701XXXXXXX,9.18.XXX.XXX,240,36,24036,93000000,86000000,65000000,240-36-XXXX,240-36-XXXX
24089XXXXXXXX,4670XXXXXXXX,34870993XXXXXXX,171.97.XXX.XXX,240,30,24030,95000000,89000000,19000000,240-30-XXXX,240-30-XXXX
24050XXXXXXXX,4670XXXXXXXX,71619757XXXXXXX,197.29.XXX.XXX,240,48,24048,49000000,47000000,52000000,240-48-XXXX,240-48-XXXX
24062XXXXXXXX,4670XXXXXXXX,81488734XXXXXXX,122.224.XXX.XXX,240,12,24012,37000000,48000000,63000000,240-12-XXXX,240-12-XXXX
24078XXXXXXXX,4670XXXXXXXX,18157645XXXXXXX,123.107.XXX.XXX,240,34,24034,48000000,91000000,87000000,240-34-XXXX,240-34-XXXX
24079XXXXXXXX,4670XXXXXXXX,86802179XXXXXXX,77.116.XXX.XXX,240,52,24052,65000000,88000000,98000000,240-52-XXXX,240-52-XXXX
24044XXXXXXXX,4670XXXXXXXX,69737862XXXXXXX,165.201.XXX.XXX,240,34,24034,51000000,53000000,99000000,240-34-XXXX,240-34-XXXX
24006XXXXXXXX,4670XXXXXXXX,63310140XXXXXXX,158.104.XXX.XXX,240,12,24012,41000000,80000000,61000000,240-12-XXXX,240-12-XXXX
24095XXXXXXXX,4670XXXXXXXX,14659690XXXXXXX,141.234.XXX.XXX,240,55,24055,88000000,81000000,64000000,240-55-XXXX,240-55-XXXX
24043XXXXXXXX,4670XXXXXXXX,63696562XXXXXXX,19.109.XXX.XXX,240,20,24020,82000000,88000000,95000000,240-20-XXXX,240-20-XXXX
24014XXXXXXXX,4670XXXXXXXX,42318676XXXXXXX,84.131.XXX.XXX,240,20,24020,82000000,96000000,71000000,240-20-XXXX,240-20-XXXX
24089XXXXXXXX,4670XXXXXXXX,56294609XXXXXXX,113.249.XXX.XXX,240,90,24090,81000000,51000000,49000000,240-90-XXXX,240-90-XXXX
24077XXXXXXXX,4670XXXXXXXX,20261040XXXXXXX,111.77.XXX.XXX,240,36,24036,47000000,69000000,61000000,240-36-XXXX,240-36-XXXX
24036XXXXXXXX,4670XXXXXXXX,41884114XXXXXXX,203.193.XXX.XXX,240,25,24025,40000000,61000000,32000000,240-25-XXXX,240-25-XXXX
24064XXXXXXXX,4670XXXXXXXX,24476417XXXXXXX,220.90.XXX.XXX,240,36,24036,78000000,44000000,69000000,240-36-XXXX,240-36-XXXX
24048XXXXXXXX,4670XXXXXXXX,77349782XXXXXXX,166.207.XXX.XXX,240,48,24048,67000000,56000000,60000000,240-48-XXXX,240-48-XXXX
24076XXXXXXXX,4670XXXXXXXX,79247387XXXXXXX,196.158.XXX.XXX,240,52,24052,67000000,29000000,82000000,240-52-XXXX,240-52-XXXX
24016XXXXXXXX,4670XXXXXXXX,84217605XXXXXXX,209.243.XXX.XXX,240,49,24049,35000000,21000000,81000000,240-49-XXXX,240-49-XXXX
24088XXXXXXXX,4670XXXXXXXX,65014452XXXXXXX,52.32.XXX.XXX,240,93,24093,60000000,83000000,61000000,240-93-XXXX,240-93-XXXX
24021XXXXXXXX,4670XXXXXXXX,24668893XXXXXXX,20.64.XXX.XXX,240,18,24018,35000000,18000000,44000000,240-18-XXXX,240-18-XXXX
24064XXXXXXXX,4670XXXXXXXX,57558801XXXXXXX,172.214.XXX.XXX,240,12,24012,46000000,24000000,92000000,240-12-XXXX,240-12-XXXX
24050XXXXXXXX,4670XXXXXXXX,48793608XXXXXXX,125.204.XXX.XXX,240,93,24093,53000000,49000000,72000000,240-93-XXXX,240-93-XXXX
24007XXXXXXXX,4670XXXXXXXX,23808414XXXXXXX,144.62.XXX.XXX,240,87,24087,44000000,97000000,74000000,240-87-XXXX,240-87-XXXX
24080XXXXXXXX,4670XXXXXXXX,35674921XXXXXXX,34.84.XXX.XXX,240,73,24073,62000000,42000000,88000000,240-73-XXXX,240-73-XXXX
24048XXXXXXXX,4670XXXXXXXX,96885644XXXXXXX,166.25.XXX.XXX,240,60,24060,47000000,68000000,45000000,240-60-XXXX,240-60-XXXX
24061XXXXXXXX,4670XXXXXXXX,25901287XXXXXXX,139.51.XXX.XXX,240,87,24087,82000000,25000000,37000000,240-87-XXXX,240-87-XXXX
24023XXXXXXXX,4670XXXXXXXX,85787391XXXXXXX,121.161.XXX.XXX,240,55,24055,75000000,94000000,41000000,240-55-XXXX,240-55-XXXX
24038XXXXXXXX,4670XXXXXXXX,22798426XXXXXXX,173.207.XXX.XXX,240,76,24076,14000000,53000000,52000000,240-76-XXXX,240-76-XXXX
24032XXXXXXXX,4670XXXXXXXX,30762849XXXXXXX,138.106.XXX.XXX,240,95,24095,16000000,77000000,50000000,240-95-XXXX,240-95-XXXX
24050XXXXXXXX,4670XXXXXXXX,31249458XXXXXXX,11.207.XXX.XXX,240,4,24004,36000000,51000000,99000000,240-04-XXXX,240-04-XXXX
24034XXXXXXXX,4670XXXXXXXX,97646457XXXXXXX,134.154.XXX.XXX,240,82,24082,57000000,48000000,29000000,240-82-XXXX,240-82-XXXX
24011XXXXXXXX,4670XXXXXXXX,23413462XXXXXXX,105.205.XXX.XXX,240,82,24082,81000000,27000000,59000000,240-82-XXXX,240-82-XXXX
24086XXXXXXXX,4670XXXXXXXX,98759743XXXXXXX,197.255.XXX.XXX,240,90,24090,44000000,28000000,63000000,240-90-XXXX,240-90-XXXX
24015XXXXXXXX,4670XXXXXXXX,24124128XXXXXXX,74.14.XXX.XXX,240,46,24046,37000000,83000000,64000000,240-46-XXXX,240-46-XXXX
24034XXXXXXXX,4670XXXXXXXX,17726239XXXXXXX,205.174.XXX.XXX,240,11,24011,38000000,57000000,33000000,240-11-XXXX,240-11-XXXX
24024XXXXXXXX,4670XXXXXXXX,61405051XXXXXXX,196.50.XXX.XXX,240,82,24082,40000000,91000000,69000000,240-82-XXXX,240-82-XXXX
24011XXXXXXXX,4670XXXXXXXX,88482220XXXXXXX,182.201.XXX.XXX,240,33,24033,65000000,40000000,55000000,240-33-XXXX,240-33-XXXX
24038XXXXXXXX,4670XXXXXXXX,95116381XXXXXXX,105.240.XXX.XXX,240,25,24025,52000000,25000000,96000000,240-25-XXXX,240-25-XXXX
24053XXXXXXXX,4670XXXXXXXX,78861071XXXXXXX,71.124.XXX.XXX,240,4,24004,66000000,21000000,57000000,240-04-XXXX,240-04-XXXX
24067XXXXXXXX,4670XXXXXXXX,27300234XXXXXXX,78.184.XXX.XXX,240,29,24029,68000000,18000000,42000000,240-29-XXXX,240-29-XXXX
24012XXXXXXXX,4670XXXXXXXX,78068955XXXXXXX,104.8.XXX.XXX,240,90,24090,93000000,64000000,46000000,240-90-XXXX,240-90-XXXX
24014XXXXXXXX,4670XXXXXXXX,51183487XXXXXXX,88.179.XXX.XXX,240,84,24084,51000000,69000000,86000000,240-84-XXXX,240-84-XXXX
24030XXXXXXXX,4670XXXXXXXX,70824200XXXXXXX,28.36.XXX.XXX,240,36,24036,71000000,27000000,51000000,240-36-XXXX,240-36-XXXX
24081XXXXXXXX,4670XXXXXXXX,81683279XXXXXXX,65.232.XXX.XXX,240,52,24052,47000000,74000000,16000000,240-52-XXXX,240-52-XXXX
24045XXXXXXXX,4670XXXXXXXX,58946188XXXXXXX,15.177.XXX.XXX,240,49,24049,85000000,16000000,55000000,240-49-XXXX,240-49-XXXX
24058XXXXXXXX,4670XXXXXXXX,74168519XXXXXXX,179.228.XXX.XXX,240,35,24035,68000000,11000000,21000000,240-35-XXXX,240-35-XXXX
24040XXXXXXXX,4670XXXXXXXX,50987978XXXXXXX,69.89.XXX.XXX,240,82,24082,59000000,50000000,70000000,240-82-XXXX,240-82-XXXX
24057XXXXXXXX,4670XXXXXXXX,33926155XXXXXXX,163.7.XXX.XXX,240,98,24098,83000000,97000000,19000000,240-98-XXXX,240-98-XXXX
24017XXXXXXXX,4670XXXXXXXX,92575707XXXXXXX,37.242.XXX.XXX,240,80,24080,67000000,72000000,54000000,240-80-XXXX,240-80-XXXX
24027XXXXXXXX,4670XXXXXXXX,34665083XXXXXXX,47.14.XXX.XXX,240,69,24069,96000000,10000000,81000000,240-69-XXXX,240-69-XXXX
24011XXXXXXXX,4670XXXXXXXX,77674553XXXXXXX,217.66.XXX.XXX,240,5,24005,50000000,26000000,91000000,240-05-XXXX,240-05-XXXX
24055XXXXXXXX,4670XXXXXXXX,58267776XXXXXXX,205.243.XXX.XXX,240,12,24012,97000000,54000000,51000000,240-12-XXXX,240-12-XXXX
24020XXXXXXXX,4670XXXXXXXX,62685811XXXXXXX,133.113.XXX.XXX,240,82,24082,41000000,11000000,96000000,240-82-XXXX,240-82-XXXX
24026XXXXXXXX,4670XXXXXXXX,22288930XXXXXXX,131.8.XXX.XXX,240,18,24018,53000000,21000000,55000000,240-18-XXXX,240-18-XXXX
24069XXXXXXXX,4670XXXXXXXX,59184545XXXXXXX,164.107.XXX.XXX,240,76,24076,93000000,37000000,55000000,240-76-XXXX,240-76-XXXX
24068XXXXXXXX,4670XXXXXXXX,56873129XXXXXXX,40.217.XXX.XXX,240,55,24055,60000000,51000000,77000000,240-55-XXXX,240-55-XXXX
24051XXXXXXXX,4670XXXXXXXX,80764770XXXXXXX,98.121.XXX.XXX,240,80,24080,98000000,24000000,79000000,240-80-XXXX,240-80-XXXX
24033XXXXXXXX,4670XXXXXXXX,97275053XXXXXXX,52.63.XXX.XXX,240,25,24025,33000000,36000000,29000000,240-25-XXXX,240-25-XXXX
24044XXXXXXXX,4670XXXXXXXX,49100415XXXXXXX,172.200.XXX.XXX,240,48,24048,93000000,35000000,55000000,240-48-XXXX,240-48-XXXX
24037XXXXXXXX,4670XXXXXXXX,29094788XXXXXXX,76.181.XXX.XXX,240,49,24049,53000000,95000000,32000000,240-49-XXXX,240-49-XXXX
24079XXXXXXXX,4670XXXXXXXX,54137403XXXXXXX,176.138.XXX.XXX,240,80,24080,53000000,30000000,34000000,240-80-XXXX,240-80-XXXX
24069XXXXXXXX,4670XXXXXXXX,32470888XXXXXXX,28.239.XXX.XXX,240,95,24095,17000000,87000000,74000000,240-95-XXXX,240-95-XXXX
24089XXXXXXXX,4670XXXXXXXX,31825772XXXXXXX,208.28.XXX.XXX,240,11,24011,28000000,73000000,32000000,240-11-XXXX,240-11-XXXX
24055XXXXXXXX,4670XXXXXXXX,28750146XXXXXXX,49.218.XXX.XXX,240,69,24069,98000000,32000000,47000000,240-69-XXXX,240-69-XXXX
24005XXXXXXXX,4670XXXXXXXX,98410215XXXXXXX,207.8.XXX.XXX,240,82,24082,95000000,61000000,27000000,240-82-XXXX,240-82-XXXX
24012XXXXXXXX,4670XXXXXXXX,25656201XXXXXXX,18.98.XXX.XXX,240,96,24096,30000000,89000000,97000000,240-96-XXXX,240-96-XXXX
24090XXXXXXXX,4670XXXXXXXX,34322351XXXXXXX,34.242.XXX.XXX,240,36,24036,16000000,28000000,61000000,240-36-XXXX,240-36-XXXX
24064XXXXXXXX,4670XXXXXXXX,56872507XXXXXXX,28.122.XXX.XXX,240,4,24004,23000000,97000000,25000000,240-04-XXXX,240-04-XXXX
24034XXXXXXXX,4670XXXXXXXX,47330487XXXXXXX,37.227.XXX.XXX,240,93,24093,83000000,56000000,89000000,240-93-XXXX,240-93-XXXX
24079XXXXXXXX,4670XXXXXXXX,87140918XXXXXXX,89.38.XXX.XXX,240,48,24048,48000000,58000000,60000000,240-48-XXXX,240-48-XXXX
24042XXXXXXXX,4670XXXXXXXX,22205789XXXXXXX,217.146.XXX.XXX,240,18,24018,87000000,91000000,69000000,240-18-XXXX,240-18-XXXX
24031XXXXXXXX,4670XXXXXXXX,23920177XXXXXXX,210.227.XXX.XXX,240,42,24042,98000000,80000000,75000000,240-42-XXXX,240-42-XXXX
24066XXXXXXXX,4670XXXXXXXX,66922244XXXXXXX,142.99.XXX.XXX,240,18,24018,60000000,77000000,72000000,240-18-XXXX,240-18-XXXX
24056XXXXXXXX,4670XXXXXXXX,89637068XXXXXXX,196.1.XXX.XXX,240,11,24011,61000000,80000000,51000000,240-11-XXXX,240-11-XXXX
24057XXXXXXXX,4670XXXXXXXX,79684033XXXXXXX,165.46.XXX.XXX,240,30,24030,40000000,52000000,14000000,240-30-XXXX,240-30-XXXX
24085XXXXXXXX,4670XXXXXXXX,56631906XXXXXXX,81.53.XXX.XXX,240,82,24082,84000000,77000000,57000000,240-82-XXXX,240-82-XXXX
24012XXXXXXXX,4670XXXXXXXX,70931463XXXXXXX,191.5.XXX.XXX,240,20,24020,74000000,23000000,80000000,240-20-XXXX,240-20-XXXX
24038XXXXXXXX,4670XXXXXXXX,79747481XXXXXXX,64.246.XXX.XXX,240,55,24055,55000000,37000000,69000000,240-55-XXXX,240-55-XXXX
24094XXXXXXXX,4670XXXXXXXX,88299903XXXXXXX,44.117.XXX.XXX,240,34,24034,72000000,27000000,45000000,240-34-XXXX,240-34-XXXX
24045XXXXXXXX,4670XXXXXXXX,99095222XXXXXXX,22.121.XXX.XXX,240,55,24055,82000000,70000000,98000000,240-55-XXXX,240-55-XXXX
24001XXXXXXXX,4670XXXXXXXX,26298086XXXXXXX,41.3.XXX.XXX,240,69,24069,33000000,39000000,41000000,240-69-XXXX,240-69-XXXX
24004XXXXXXXX,4670XXXXXXXX,94792075XXXXXXX,57.239.XXX.XXX,240,69,24069,50000000,14000000,83000000,240-69-XXXX,240-69-XXXX
24062XXXXXXXX,4670XXXXXXXX,91642606XXXXXXX,111.88.XXX.XXX,240,93,24093,87000000,35000000,48000000,240-93-XXXX,240-93-XXXX
24099XXXXXXXX,4670XXXXXXXX,97315814XXXXXXX,163.190.XXX.XXX,240,98,24098,69000000,54000000,15000000,240-98-XXXX,240-98-XXXX
24021XXXXXXXX,4670XXXXXXXX,91948609XXXXXXX,4.242.XXX.XXX,240,69,24069,54000000,15000000,33000000,240-69-XXXX,240-69-XXXX
24077XXXXXXXX,4670XXXXXXXX,49378564XXXXXXX,31.135.XXX.XXX,240,29,24029,30000000,85000000,28000000,240-29-XXXX,240-29-XXXX
24017XXXXXXXX,4670XXXXXXXX,33119157XXXXXXX,178.83.XXX.XXX,240,88,24088,77000000,69000000,19000000,240-88-XXXX,240-88-XXXX
24007XXXXXXXX,4670XXXXXXXX,98873430XXXXXXX,55.190.XXX.XXX,240,82,24082,34000000,14000000,64000000,240-82-XXXX,240-82-XXXX
24043XXXXXXXX,4670XXXXXXXX,82722837XXXXXXX,166.220.XXX.XXX,240,93,24093,60000000,43000000,69000000,240-93-XXXX,240-93-XXXX
24060XXXXXXXX,4670XXXXXXXX,87601715XXXXXXX,99.160.XXX.XXX,240,36,24036,63000000,23000000,78000000,240-36-XXXX,240-36-XXXX
24016XXXXXXXX,4670XXXXXXXX,29260159XXXXXXX,171.209.XXX.XXX,240,36,24036,23000000,97000000,98000000,240-36-XXXX,240-36-XXXX
24075XXXXXXXX,4670XXXXXXXX,83961196XXXXXXX,208.191.XXX.XXX,240,55,24055,41000000,47000000,87000000,240-55-XXXX,240-55-XXXX
24026XXXXXXXX,4670XXXXXXXX,57589963XXXXXXX,143.38.XXX.XXX,240,42,24042,32000000,70000000,83000000,240-42-XXXX,240-42-XXXX
24061XXXXXXXX,4670XXXXXXXX,90631106XXXXXXX,69.145.XXX.XXX,240,60,24060,44000000,72000000,19000000,240-60-XXXX,240-60-XXXX
24003XXXXXXXX,4670XXXXXXXX,44692157XXXXXXX,86.241.XXX.XXX,240,82,24082,35000000,40000000,94000000,240-82-XXXX,240-82-XXXX
24010XXXXXXXX,4670XXXXXXXX,33939367XXXXXXX,21.250.XXX.XXX,240,90,24090,47000000,16000000,31000000,240-90-XXXX,240-90-XXXX
24060XXXXXXXX,4670XXXXXXXX,24209654XXXXXXX,51.95.XXX.XXX,240,11,24011,50000000,26000000,57000000,240-11-XXXX,240-11-XXXX
24004XXXXXXXX,4670XXXXXXXX,48153406XXXXXXX,192.192.XXX.XXX,240,88,24088,87000000,14000000,81000000,240-88-XXXX,240-88-XXXX
24057XXXXXXXX,4670XXXXXXXX,61794348XXXXXXX,187.203.XXX.XXX,240,83,24083,15000000,18000000,47000000,240-83-XXXX,240-83-XXXX
24006XXXXXXXX,4670XXXXXXXX,14644860XXXXXXX,204.149.XXX.XXX,240,69,24069,55000000,56000000,93000000,240-69-XXXX,240-69-XXXX
24057XXXXXXXX,4670XXXXXXXX,84457770XXXXXXX,165.199.XXX.XXX,240,30,24030,89000000,89000000,13000000,240-30-XXXX,240-30-XXXX
24086XXXXXXXX,4670XXXXXXXX,82244051XXXXXXX,52.30.XXX.XXX,240,42,24042,32000000,15000000,55000000,240-42-XXXX,240-42-XXXX
24028XXXXXXXX,4670XXXXXXXX,74145390XXXXXXX,194.120.XXX.XXX,240,4,24004,95000000,30000000,89000000,240-04-XXXX,240-04-XXXX
24001XXXXXXXX,4670XXXXXXXX,50230037XXXXXXX,30.159.XXX.XXX,240,82,24082,73000000,60000000,67000000,240-82-XXXX,240-82-XXXX
24063XXXXXXXX,4670XXXXXXXX,58613268XXXXXXX,37.198.XXX.XXX,240,87,24087,60000000,92000000,81000000,240-87-XXXX,240-87-XXXX
24066XXXXXXXX,4670XXXXXXXX,94273828XXXXXXX,136.212.XXX.XXX,240,84,24084,19000000,68000000,46000000,240-84-XXXX,240-84-XXXX
24012XXXXXXXX,4670XXXXXXXX,88731185XXXXXXX,28.82.XXX.XXX,240,95,24095,80000000,93000000,82000000,240-95-XXXX,240-95-XXXX
24025XXXXXXXX,4670XXXXXXXX,24231663XXXXXXX,132.198.XXX.XXX,240,36,24036,69000000,19000000,30000000,240-36-XXXX,240-36-XXXX
24067XXXXXXXX,4670XXXXXXXX,95087611XXXXXXX,73.66.XXX.XXX,240,42,24042,20000000,90000000,66000000,240-42-XXXX,240-42-XXXX
24026XXXXXXXX,4670XXXXXXXX,19011542XXXXXXX,126.206.XXX.XXX,240,73,24073,36000000,65000000,56000000,240-73-XXXX,240-73-XXXX
24081XXXXXXXX,4670XXXXXXXX,29359149XXXXXXX,207.124.XXX.XXX,240,94,24094,16000000,66000000,92000000,240-94-XXXX,240-94-XXXX
24007XXXXXXXX,4670XXXXXXXX,95335075XXXXXXX,121.77.XXX.XXX,240,94,24094,85000000,24000000,86000000,240-94-XXXX,240-94-XXXX
24001XXXXXXXX,4670XXXXXXXX,43339107XXXXXXX,94.143.XXX.XXX,240,82,24082,75000000,40000000,95000000,240-82-XXXX,240-82-XXXX
24095XXXXXXXX,4670XXXXXXXX,70264866XXXXXXX,36.195.XXX.XXX,240,87,24087,27000000,23000000,31000000,240-87-XXXX,240-87-XXXX
24091XXXXXXXX,4670XXXXXXXX,35744852XXXXXXX,24.117.XXX.XXX,240,82,24082,16000000,28000000,94000000,240-82-XXXX,240-82-XXXX
24066XXXXXXXX,4670XXXXXXXX,48634956XXXXXXX,187.185.XXX.XXX,240,82,24082,72000000,81000000,55000000,240-82-XXXX,240-82-XXXX
24001XXXXXXXX,4670XXXXXXXX,62315051XXXXXXX,121.14.XXX.XXX,240,96,24096,47000000,34000000,87000000,240-96-XXXX,240-96-XXXX
24027XXXXXXXX,4670XXXXXXXX,28971689XXXXXXX,86.46.XXX.XXX,240,49,24049,94000000,81000000,84000000,240-49-XXXX,240-49-XXXX
24072XXXXXXXX,4670XXXXXXXX,49253238XXXXXXX,151.220.XXX.XXX,240,82,24082,30000000,89000000,91000000,240-82-XXXX,240-82-XXXX
24064XXXXXXXX,4670XXXXXXXX,48945757XXXXXXX,17.115.XXX.XXX,240,11,24011,65000000,67000000,17000000,240-11-XXXX,240-11-XXXX
24034XXXXXXXX,4670XXXXXXXX,16618559XXXXXXX,40.23.XXX.XXX,240,33,24033,57000000,27000000,34000000,240-33-XXXX,240-33-XXXX
24009XXXXXXXX,4670XXXXXXXX,10939164XXXXXXX,73.14.XXX.XXX,240,96,24096,11000000,10000000,74000000,240-96-XXXX,240-96-XXXX
24098XXXXXXXX,4670XXXXXXXX,38590977XXXXXXX,87.127.XXX.XXX,240,12,24012,78000000,58000000,83000000,240-12-XXXX,240-12-XXXX
24063XXXXXXXX,4670XXXXXXXX,48873528XXXXXXX,16.0.XXX.XXX,240,52,24052,76000000,42000000,59000000,240-52-XXXX,240-52-XXXX
24030XXXXXXXX,4670XXXXXXXX,59665939XXXXXXX,129.39.XXX.XXX,240,4,24004,50000000,21000000,53000000,240-04-XXXX,240-04-XXXX
24050XXXXXXXX,4670XXXXXXXX,50288081XXXXXXX,204.101.XXX.XXX,240,87,24087,85000000,41000000,82000000,240-87-XXXX,240-87-XXXX
24062XXXXXXXX,4670XXXXXXXX,22234841XXXXXXX,89.142.XXX.XXX,240,25,24025,47000000,83000000,64000000,240-25-XXXX,240-25-XXXX
