IMSI,MSISDN,IMEI,IP_Address,Timestamp,MCC,MNC,PLMN,TMSI,LMSI,TLLI,LAI,RAI,Network_Type,Device_Type,Linkage_Index
240081789559909,467941286558,248447606759238,25.36.175.94,260402013051+0100,240,08,24008,16896577,13258164,29716472,240-08-8478,240-08-8478-20,4G,Smartphone,754
234107418972154,447364176927,490717103811995,113.140.138.97,260401205526+0000,234,10,23410,58096435,72310697,66593733,234-10-2476,234-10-2476-87,4G,Smartphone,332
3102601942285220,141533006230,526664680478277,40.244.243.83,260402193728-0800,310,260,310260,76578389,80302591,88182828,310-260-2033,310-260-2033-88,5G,IoT Device,2617
3102606121268342,130519660058,751854854994531,208.75.234.168,260402050332-0500,310,260,310260,73581861,70962619,75373618,310-260-3868,310-260-3868-63,3G,Smartphone,2852
234386631009453,447394223653,320699167147250,17.197.241.43,260402064301+0000,234,38,23438,66168233,62684225,77219062,234-38-2264,234-38-2264-87,5G,IoT Device,1928
3104808090101461,120239278888,231752418930461,190.106.232.60,260407022308-0500,310,480,310480,82947773,78156176,72642469,310-480-3102,310-480-3102-41,4G,IoT Device,805
206203355885728,324646389161,989342789055875,115.20.211.68,260408112950+0200,206,20,20620,36977856,30622460,48427720,206-20-9864,206-20-9864-91,5G,Tablet,1303
3102602655128783,141581957146,414330519709035,131.92.3.169,260403221425-0600,310,260,310260,97745063,92618749,88383886,310-260-5476,310-260-5476-34,3G,Smartphone,2743
206018537838149,324823402164,660749716719342,19.38.114.49,260402015743+0200,206,01,20601,50275589,47856084,38968618,206-01-6023,206-01-6023-64,5G,IoT Device,2836
240241369572790,467933509025,436620962573066,190.244.220.47,260402142037+0200,240,24,24024,15137100,19791371,26964939,240-24-7211,240-24-7211-37,4G,Tablet,347
3101209417775823,120265864702,675293220168047,34.237.0.121,260401205408-0700,310,120,310120,96790412,78923462,78354331,310-120-7338,310-120-7338-63,4G,IoT Device,2899
234382230335823,447498951113,940840609977387,76.220.220.195,260401170739+0000,234,38,23438,70186780,55279253,64730542,234-38-2264,234-38-2264-35,5G,Smartphone,1521
3104102823344304,151214272051,359177829541491,26.167.164.196,260407090159-0700,310,410,310410,95396653,84268550,72875417,310-410-6933,310-410-6933-75,5G,Smartphone,2267
234385503163073,447459985751,277596522537698,187.72.42.118,260406120713+0000,234,38,23438,60401292,67525705,54794921,234-38-4711,234-38-4711-87,3G,IoT Device,2377
206050836821444,324989669972,770530913677462,47.146.79.208,260404083313+0100,206,05,20605,55061809,30213586,29353236,206-05-5102,206-05-5102-23,3G,Smartphone,446
206056008236962,324890222097,602678595061790,31.9.133.229,260402134746+0100,206,05,20605,44484305,51586068,40509772,206-05-8699,206-05-8699-23,5G,Smartphone,844
234203944692662,447739519813,817074423349415,187.72.42.118,260407161847+0000,234,20,23420,61313780,56049251,69254507,234-20-6793,234-20-6793-35,3G,IoT Device,1901
240013567027728,467615659695,720998519457595,135.84.208.210,260402075811+0100,240,01,24001,30522072,29127447,22443780,240-01-1916,240-01-1916-55,5G,Tablet,866
206016605583034,324714488501,547324725699023,159.106.142.124,260402165827+0100,206,01,20601,41090237,41339279,47564448,206-01-9004,206-01-9004-98,5G,Tablet,111
3101203024923008,130534187155,124497683930380,195.83.142.21,260402215915-0800,310,120,310120,76387890,82387530,83084017,310-120-7142,310-120-7142-63,4G,Tablet,1626
240058193242687,467641865205,725556455639836,174.107.142.27,260405185141+0200,240,05,24005,22556265,16006431,10358107,240-05-4566,240-05-4566-55,4G,Smartphone,294
240027326096856,467988861085,911950467358679,216.91.223.249,260405021712+0100,240,02,24002,19842957,17131596,16527924,240-02-1053,240-02-1053-37,5G,Smartphone,922
240058837434509,467685938062,534020030230899,211.226.43.110,260404233037+0200,240,05,24005,37806496,32584358,23084030,240-05-5033,240-05-5033-76,5G,Smartphone,897
240013416099097,467378851661,854983910764449,90.227.161.167,260408095719+0100,240,01,24001,11609812,19418611,17495558,240-01-2824,240-01-2824-43,3G,Smartphone,1340
206018948328646,324712663059,652818398328233,149.7.55.243,260404221543+0200,206,01,20601,32144734,46108523,40845308,206-01-4630,206-01-4630-91,5G,Smartphone,2450
240021775786123,467387662690,884707701196323,18.105.141.146,260408111314+0200,240,02,24002,23017800,15319950,22536197,240-02-4456,240-02-4456-11,5G,Tablet,2613
206100166515174,324872343666,479120307984650,16.141.65.190,260406034025+0100,206,10,20610,37292583,38064503,37017890,206-10-4090,206-10-4090-55,3G,Tablet,2243
206204537525744,324982526990,250997468511156,45.203.225.198,260407163046+0200,206,20,20620,45982755,38377060,51418963,206-20-9742,206-20-9742-64,5G,Smartphone,1070
3104800128194001,120229520781,818577607414656,116.69.155.214,260403181604-0600,310,480,310480,97722392,84012479,80864943,310-480-9476,310-480-9476-73,4G,Tablet,1759
240020016809414,467915076283,881767847620534,139.35.67.145,260404150030+0200,240,02,24002,19063773,10564315,26618463,240-02-1771,240-02-1771-37,5G,Smartphone,432
3101203506656605,120259085576,542689107893793,129.184.254.82,260405192314-0700,310,120,310120,89583624,73228594,85695215,310-120-5469,310-120-5469-88,5G,IoT Device,1487
3101207018158913,151282967074,335084401531936,1.199.63.136,260405231357-0600,310,120,310120,94448614,74648872,87879297,310-120-3414,310-120-3414-88,3G,IoT Device,781
3104807208115562,151206029084,662782046845504,26.205.83.156,260403010107-0800,310,480,310480,87709751,90481660,74855729,310-480-2739,310-480-2739-73,4G,IoT Device,172
240043220615250,467091779879,521044050470062,12.116.164.147,260403072241+0100,240,04,24004,14711488,20819650,11482628,240-04-5092,240-04-5092-37,5G,Smartphone,2114
206106962434134,324999255495,865920605289216,88.104.69.202,260407135427+0200,206,10,20610,54325362,46420349,29525793,206-10-2899,206-10-2899-91,5G,Smartphone,2925
3104801028296380,130564928031,565047101226581,3.170.129.9,260405122744-0600,310,480,310480,93493335,84819693,96053974,310-480-1674,310-480-1674-63,3G,Tablet,1894
206058319013020,324769815287,355197423978559,30.255.146.224,260404172833+0200,206,05,20605,48746770,34626268,51897094,206-05-8699,206-05-8699-98,5G,Smartphone,268
206202173683850,324957093409,869855081650811,191.171.34.56,260405003302+0100,206,20,20620,36340978,43819837,51961931,206-20-9955,206-20-9955-55,5G,IoT Device,879
240083607854833,467095872383,634047558060145,118.85.35.138,260406094501+0100,240,08,24008,24946292,29945382,15151583,240-08-8066,240-08-8066-43,4G,Tablet,793
3104108254780774,120264930853,652622528663266,45.1.48.10,260317221922-0700,310,410,310410,77401853,78824153,70315675,310-410-7753,310-410-7753-43,3G,Smartphone,89
206056503121980,324718472426,473814432364281,186.214.193.95,260405015418+0100,206,05,20605,37778441,33096100,45835445,206-05-3870,206-05-3870-98,5G,Tablet,386
3102609609012717,130509840270,963020039431521,79.80.101.191,260404002534-0500,310,260,310260,73104242,90397721,97871454,310-260-1939,310-260-1939-88,4G,Smartphone,2098
234104711706485,447796886312,441740380790448,111.92.142.144,260406074908+0000,234,10,23410,72976061,52692741,58269577,234-10-7484,234-10-7484-87,4G,Tablet,1030
234201808725842,447402272752,253865785272311,200.227.93.238,260408073443+0000,234,20,23420,73523762,58939101,57435873,234-20-7240,234-20-7240-20,5G,Smartphone,1629
234330057834108,447375095035,465590355136402,62.22.177.116,260402220748+0000,234,33,23433,74336187,73436423,70388136,234-33-3399,234-33-3399-35,3G,Tablet,1795
206209782922169,324958669346,560177294722698,84.13.243.90,260331124144+0100,206,20,20620,40029860,53538243,43381318,206-20-9689,206-20-9689-16,5G,Smartphone,63
240073510765191,467608517328,896031255145634,108.82.65.234,260407050529+0200,240,07,24007,11242836,30301053,12462041,240-07-2832,240-07-2832-55,5G,Smartphone,623
234155301938440,447577515256,615179982885253,121.99.83.116,260404070745+0000,234,15,23415,75812145,51551944,55950225,234-15-4394,234-15-4394-46,3G,Tablet,2913
240040734603161,467240799216,459964685752754,56.67.234.143,260406080204+0100,240,04,24004,31729750,16012357,26872441,240-04-6107,240-04-6107-43,5G,IoT Device,1052
206011447165044,324552644582,904762896945419,73.57.215.163,260403093911+0200,206,01,20601,56781856,33842102,53025471,206-01-2680,206-01-2680-91,5G,Smartphone,1136
206010126025324,324940599147,137040309265064,20.148.107.158,260407223145+0100,206,01,20601,55825066,48165369,52504256,206-01-3939,206-01-3939-91,5G,Smartphone,2976
240169062991390,467310406331,476784017673009,174.107.142.27,260407130151+0200,240,16,24016,13480750,23622714,19757414,240-16-8305,240-16-8305-37,3G,Smartphone,2517
3104809568808596,151252163487,841539656480105,146.225.229.103,260406022641-0800,310,480,310480,73903117,91804531,71228210,310-480-9437,310-480-9437-63,4G,IoT Device,2040
234153118765672,447441286503,792968104101959,122.21.18.205,260408033607+0000,234,15,23415,70281826,71085745,73871522,234-15-7078,234-15-7078-87,4G,Smartphone,1743
206200529877074,324799153044,526538600020268,87.182.195.79,260408121806+0100,206,20,20620,38188483,48805961,41588212,206-20-3385,206-20-3385-64,4G,Smartphone,723
240029931845754,467217067836,751120606069687,132.145.219.213,260403010103+0200,240,02,24002,29290215,30685751,14226773,240-02-9317,240-02-9317-43,5G,Smartphone,2510
206057463523561,324588203806,882075485862185,26.231.16.35,260405042251+0200,206,05,20605,36706548,51791518,47301142,206-05-5871,206-05-5871-91,5G,Smartphone,1057
234207032119206,447336385277,832980179561337,118.170.66.201,260405203431+0000,234,20,23420,52494303,72410204,68293500,234-20-9032,234-20-9032-25,3G,IoT Device,434
234107682541321,447560778184,372808114765054,195.35.196.37,260404172032+0000,234,10,23410,66774578,62608567,66634658,234-10-5847,234-10-5847-35,3G,Smartphone,2626
240077851453885,467283866470,955665099863679,191.129.209.155,260408134451+0100,240,07,24007,18527968,17320922,16323436,240-07-5533,240-07-5533-37,5G,Tablet,2865
3101209800847555,151273432823,913929391321836,206.44.71.224,260404165552-0500,310,120,310120,83093845,89466517,82625136,310-120-8361,310-120-8361-88,3G,IoT Device,1546
3102608433914198,120217963305,101744917495044,74.27.180.228,260408005804-0500,310,260,310260,78021088,75731383,94596195,310-260-6850,310-260-6850-63,4G,IoT Device,1523
234331694097499,447409728962,425070720913075,21.133.88.105,260320035830+0100,234,33,23433,64051935,55081189,63856641,234-33-5911,234-33-5911-70,4G,Smartphone,2
234207413531234,447792978370,195754212471010,47.51.177.219,260405105642+0100,234,20,23420,57535485,67103786,58114387,234-20-3535,234-20-3535-57,3G,Tablet,2438
240240409337326,467080828723,819450828565665,59.106.139.154,260402034430+0100,240,24,24024,19950708,32667821,27797366,240-24-2771,240-24-2771-43,4G,Smartphone,2566
234153474246310,447537968680,143848318529469,180.33.9.187,260405171532+0000,234,15,23415,51681850,55133513,77001844,234-15-7897,234-15-7897-35,3G,IoT Device,524
234201924152863,447584016170,972527556491445,153.226.16.130,260406044700+0000,234,20,23420,57125109,58235783,66517311,234-20-2204,234-20-2204-35,3G,Smartphone,1495
240249207189802,467213189605,146904963461173,78.204.252.246,260402203154+0100,240,24,24024,19910770,13016456,26189173,240-24-4266,240-24-4266-37,5G,Smartphone,1572
234334536499610,447779977222,289764606461533,198.209.208.129,260401231727+0100,234,33,23433,51145582,50351576,54957991,234-33-8404,234-33-8404-35,3G,Smartphone,1481
206200057795001,324832590073,925889917130722,40.188.141.124,260406192930+0200,206,20,20620,33138151,33662703,31851608,206-20-1474,206-20-1474-91,4G,Smartphone,563
206103881489948,324623322846,630415591999710,9.190.175.106,260406074743+0200,206,10,20610,47056261,53730071,28147563,206-10-9117,206-10-9117-91,4G,Smartphone,1621
240160817703886,467086803476,508765654726490,109.80.161.180,260405015356+0200,240,16,24016,33150979,27346622,14772769,240-16-5246,240-16-5246-20,5G,Smartphone,106
206201384531563,324593079685,934515340964598,207.243.74.232,260404144113+0100,206,20,20620,45596566,34550362,46127137,206-20-4826,206-20-4826-64,5G,Smartphone,735
234106128240828,447727406470,814905218704491,201.124.241.19,260404164652+0100,234,10,23410,71657428,63659182,72303189,234-10-2911,234-10-2911-87,5G,Smartphone,2355
234205570529508,447787441235,887427259896258,111.231.231.65,260401211522+0100,234,20,23420,63326014,70021986,55048905,234-20-8900,234-20-8900-35,3G,Tablet,1096
206050744014366,324746902466,662715514502997,96.105.56.50,260405062812+0200,206,05,20605,32537379,54764990,41988427,206-05-4457,206-05-4457-64,4G,Smartphone,2727
234384056129965,447382695826,987069944186965,84.74.46.108,260407203629+0000,234,38,23438,63654135,71151131,52442902,234-38-4918,234-38-4918-87,4G,Smartphone,430
206016492151826,324568887189,823409101312920,190.49.169.160,260402054412+0200,206,01,20601,48613373,45006645,51860758,206-01-8800,206-01-8800-68,4G,Smartphone,215
3104103311564835,151228753184,828703533364921,73.17.52.192,260404045425-0500,310,410,310410,81563599,75036926,92847342,310-410-3852,310-410-3852-88,5G,IoT Device,1597
3101201475616038,141595260682,311648788795614,197.227.102.162,260404103942-0800,310,120,310120,96128061,72839683,65722989,310-120-5469,310-120-5469-30,3G,Tablet,1519
240240893169823,467699534205,651334026807352,165.114.7.36,260404153033+0100,240,24,24024,23287455,25114772,20642651,240-24-9548,240-24-9548-37,4G,IoT Device,2048
3104803655158482,151269136248,405808045505429,100.197.104.244,260401200934-0500,310,480,310480,82593834,94481303,67810059,310-480-2292,310-480-2292-63,3G,IoT Device,418
234101624295553,447870979154,313308342058328,165.132.79.159,260406071951+0100,234,10,23410,57609771,65754160,52101722,234-10-6977,234-10-6977-80,3G,Smartphone,2254
3101207308724036,141580025406,461265436765172,104.181.112.114,260405035851-0600,310,120,310120,86244754,94947256,98503832,310-120-8740,310-120-8740-63,3G,IoT Device,2153
3104808384572026,151256862959,226434162573498,204.74.108.139,260406043301-0500,310,480,310480,89903704,88975178,75905703,310-480-6286,310-480-6286-63,5G,Smartphone,539
240249430325027,467396238384,496865460376543,201.197.49.247,260402230313+0100,240,24,24024,30002608,29596861,29859895,240-24-3979,240-24-3979-37,5G,Smartphone,1081
234154086004512,447764978443,747699746109259,168.220.162.144,260405004049+0100,234,15,23415,59332031,59592473,62494035,234-15-7078,234-15-7078-35,3G,IoT Device,2968
206053107773533,324964144127,595747637988027,78.246.240.39,260407213455+0100,206,05,20605,55286586,34686854,26916363,206-05-8253,206-05-8253-64,4G,Smartphone,2036
240165097934421,467291465022,362910514778045,79.171.128.12,260403040354+0100,240,16,24016,26533833,34261181,29033338,240-16-4613,240-16-4613-11,4G,IoT Device,693
206016887305886,324910253129,336353926625478,174.14.70.84,260407025655+0200,206,01,20601,31634223,53032456,26096066,206-01-8800,206-01-8800-98,5G,Smartphone,1064
206055621202540,324941139654,567270462551765,167.126.73.12,260405060347+0200,206,05,20605,43949240,54039429,45583912,206-05-6003,206-05-6003-91,3G,IoT Device,1708
3101207064409305,151276140692,625857490054286,41.223.172.42,260402185851-0800,310,120,310120,77210214,81665150,97782661,310-120-5469,310-120-5469-63,3G,Smartphone,2101
234331953808842,447772339907,644980761500111,135.250.184.120,260404171011+0100,234,33,23433,57514308,70461142,53565569,234-33-8155,234-33-8155-80,3G,IoT Device,919
3104808085954486,130548718329,546107760608109,1.204.154.178,260403120927-0700,310,480,310480,89608361,86813657,85885405,310-480-6644,310-480-6644-88,3G,Smartphone,2484
234159670832387,447825083400,213976897047640,60.236.40.36,260405214448+0000,234,15,23415,50407719,58358617,71834118,234-15-7078,234-15-7078-57,4G,Smartphone,2413
240055107029667,467066253244,698626402099934,210.250.161.235,260328144529+0200,240,05,24005,26740024,23824164,28478045,240-05-3110,240-05-3110-21,5G,Tablet,39
3102607420549329,151268516122,740828045304637,152.220.149.9,260315022017-0800,310,260,310260,95291876,78958842,87120779,310-260-5470,310-260-5470-34,5G,Smartphone,6
234308825212886,447790594699,805947854288284,34.181.242.104,260407192453+0100,234,30,23430,65066192,51208071,61017214,234-30-3248,234-30-3248-35,3G,Tablet,860
3102602745644948,141562572870,353564072032074,124.115.89.172,260408031120-0500,310,260,310260,75487993,93688182,96348754,310-260-6649,310-260-6649-63,3G,Smartphone,161
240079727301996,467994652174,599133876589884,79.138.216.36,260404165949+0200,240,07,24007,16554193,28554971,24217525,240-07-5533,240-07-5533-55,5G,Smartphone,1733
240070409074260,467980501716,503993044556185,49.212.161.234,260407063029+0200,240,07,24007,26569802,30546071,11579500,240-07-7939,240-07-7939-55,5G,Smartphone,252
234386726961912,447480508335,122777654258538,70.48.7.138,260407070030+0100,234,38,23438,74466634,63296855,66920577,234-38-6962,234-38-6962-16,5G,Smartphone,2910
234107426588406,447712450116,997143550124181,219.46.21.11,260407045621+0100,234,10,23410,53396709,73174692,63738567,234-10-5689,234-10-5689-20,4G,IoT Device,1788
206205389162441,324566788457,396418332165024,215.21.112.169,260406183620+0100,206,20,20620,35129677,37095398,50977400,206-20-6213,206-20-6213-64,4G,Tablet,1078
206205914445032,324612489142,755719114258915,29.145.135.109,260405212522+0200,206,20,20620,56351675,50181923,37750725,206-20-2644,206-20-2644-91,5G,IoT Device,2234
234384007212187,447854270209,502164715574639,154.187.127.113,260408135618+0000,234,38,23438,69033504,50704449,75624218,234-38-9624,234-38-9624-27,3G,Smartphone,2944
206051197892594,324857446532,603027485441181,59.113.242.177,260407033724+0100,206,05,20605,56752700,53069764,42861811,206-05-8253,206-05-8253-98,5G,Tablet,777
206209983587448,324731241759,243769996489704,218.116.123.171,260406084243+0100,206,20,20620,44508694,53461445,51014577,206-20-9115,206-20-9115-64,4G,Tablet,2651
206013885237748,324870078812,557195173251218,160.11.157.74,260401163721+0200,206,01,20601,57793549,31033283,43475116,206-01-8342,206-01-8342-91,4G,IoT Device,884
3101207012677079,141514282488,423852781446820,100.197.104.244,260403114648-0600,310,120,310120,78986289,70649355,70466321,310-120-9410,310-120-9410-41,5G,IoT Device,2711
240045536481875,467303648821,572819759773854,93.140.119.167,260405044638+0200,240,04,24004,33900828,23423978,23794692,240-04-7537,240-04-7537-37,5G,Smartphone,616
206206718839774,324773144158,425311903117030,129.2.142.171,260407125318+0100,206,20,20620,52498211,37252302,40708520,206-20-4826,206-20-4826-23,5G,IoT Device,254
234386647124346,447834854975,243887285798005,180.33.9.187,260405102033+0100,234,38,23438,78262347,67094509,57784771,234-38-9641,234-38-9641-87,3G,Tablet,2304
3101204162558081,151286977288,712313643605110,155.36.233.228,260407155003-0500,310,120,310120,92640277,76729099,88739909,310-120-7397,310-120-7397-63,4G,Smartphone,2513
3104804241660729,161789553457,566099586834822,202.118.181.197,260403172516-0500,310,480,310480,84995661,86020784,78448118,310-480-9938,310-480-9938-50,5G,Smartphone,2920
240046996131525,467323228058,835846183774354,210.68.118.162,260401225734+0200,240,04,24004,34835984,11921526,20269753,240-04-6107,240-04-6107-55,3G,Smartphone,833
206204032391932,324728267126,908665783794999,223.107.76.35,260407013023+0100,206,20,20620,40766885,35550434,31257904,206-20-6213,206-20-6213-98,4G,Smartphone,825
240077154894950,467336236076,845704712637406,205.162.82.165,260405021904+0100,240,07,24007,26851379,34113910,20913439,240-07-7755,240-07-7755-55,5G,Smartphone,2348
206100632365401,324914442484,308441930243509,159.96.144.153,260404224457+0100,206,10,20610,40323032,44737718,38802707,206-10-3522,206-10-3522-64,5G,Tablet,737
240169110308975,467963804044,231088996166130,216.91.223.249,260408091837+0200,240,16,24016,23333601,16743126,21001781,240-16-8814,240-16-8814-37,5G,Smartphone,1864
206203742587116,324814227541,167110989597568,115.10.199.215,260408104835+0200,206,20,20620,41226137,53971898,34976375,206-20-6439,206-20-6439-91,5G,Smartphone,2745
3104804849674166,130539567125,588570909350276,197.227.102.162,260406043105-0500,310,480,310480,84990492,78841840,66397312,310-480-8632,310-480-8632-88,4G,Smartphone,936
240163578652941,467285370064,440655878854875,129.153.198.180,260402111836+0200,240,16,24016,18234557,13578037,13907343,240-16-6763,240-16-6763-43,5G,Smartphone,789
206052879429688,324676970409,575991423141961,152.102.23.85,260406022246+0200,206,05,20605,41898738,44332764,26477106,206-05-5334,206-05-5334-91,5G,Tablet,465
3104800314822119,141557205553,318405941685550,119.155.166.48,260404133822-0600,310,480,310480,75171765,83002654,84135512,310-480-6286,310-480-6286-63,5G,Smartphone,1610
3104808728731424,161756291796,515685074160332,1.199.63.136,260406122735-0600,310,480,310480,88183213,88680016,98994559,310-480-5061,310-480-5061-83,4G,Smartphone,791
3101204472512120,161765509907,151638921943058,14.241.75.63,260405231504-0800,310,120,310120,80169511,84937288,70637288,310-120-3392,310-120-3392-88,5G,IoT Device,2411
234152029172651,447442045781,427793301456253,133.132.141.242,260402131047+0100,234,15,23415,52031956,57337678,52028786,234-15-6304,234-15-6304-87,3G,Tablet,1369
234303208953263,447890219947,267186001363379,49.214.13.158,260405211529+0000,234,30,23430,55558041,55823140,57393437,234-30-3324,234-30-3324-27,3G,Tablet,383
234205942831888,447716663342,787394370911541,129.13.70.217,260402064329+0100,234,20,23420,62721224,67134506,55779252,234-20-9032,234-20-9032-35,3G,Tablet,1666
206200715695620,324575370304,580259243194337,168.218.64.137,260404115622+0200,206,20,20620,42180231,31234670,34420620,206-20-6873,206-20-6873-64,5G,Smartphone,182
234382013279685,447596521177,839809580028105,147.157.160.206,260407165531+0000,234,38,23438,68905473,57114988,70287051,234-38-6940,234-38-6940-35,3G,Tablet,2331
234309025100227,447882579988,432368325943260,43.244.208.48,260403110803+0000,234,30,23430,57785707,55979699,55728974,234-30-3324,234-30-3324-42,4G,Smartphone,1583
3101208359094904,141547427072,586272364452786,20.210.231.9,260403134122-0800,310,120,310120,72138886,72043880,87417437,310-120-2623,310-120-2623-88,5G,Smartphone,1272
234101062272362,447769335134,288495826192372,42.66.142.174,260402200222+0000,234,10,23410,72556566,59243249,75520984,234-10-1359,234-10-1359-87,5G,Tablet,331
234382900889258,447578398037,131819123773120,177.101.237.171,260405174756+0100,234,38,23438,62355471,68514577,76511726,234-38-6072,234-38-6072-42,5G,Tablet,1363
206050510118169,324649106769,795465107101494,38.21.226.235,260401152753+0100,206,05,20605,32662768,32736804,51557729,206-05-5871,206-05-5871-64,5G,IoT Device,1441
3102603982147823,130572094516,755301496706363,27.98.206.43,260407165648-0700,310,260,310260,92511747,74718584,99911375,310-260-1266,310-260-1266-63,3G,Smartphone,694
3101206580643855,120229986631,793683480583097,208.75.234.168,260403172012-0600,310,120,310120,83108581,89614291,66942348,310-120-8685,310-120-8685-88,3G,IoT Device,2171
234330675602080,447392902215,501704363904489,6.145.215.76,260404091356+0100,234,33,23433,51160808,69622013,57555470,234-33-8155,234-33-8155-42,4G,Smartphone,593
234202762890823,447710596023,403154679804732,102.138.252.99,260404021623+0000,234,20,23420,66466363,56156189,54325037,234-20-6553,234-20-6553-35,3G,Smartphone,1877
3104101030021563,130513580040,248718070414596,28.132.43.204,260402055954-0800,310,410,310410,79056745,93443301,76431231,310-410-9674,310-410-9674-41,5G,IoT Device,253
3104803760288552,161780024614,201446772258048,90.42.224.58,260402194044-0600,310,480,310480,78826349,89017460,89124490,310-480-5873,310-480-5873-88,5G,Smartphone,2678
206202946012884,324729693389,452083607269707,157.182.143.40,260402022740+0200,206,20,20620,57703685,53869680,31096450,206-20-7730,206-20-7730-91,4G,Smartphone,2601
234335542730581,447730818328,257995145957267,46.110.26.236,260404071041+0100,234,33,23433,76858178,64387817,72335747,234-33-7041,234-33-7041-87,5G,Tablet,2704
3104805640930999,161768919507,852535666796999,75.53.97.214,260407021504-0800,310,480,310480,88998867,77292210,72263546,310-480-1744,310-480-1744-88,5G,IoT Device,1507
240023592361337,467605230458,785911061650254,174.228.160.231,260404063744+0200,240,02,24002,35181811,20136396,26629306,240-02-4456,240-02-4456-62,5G,IoT Device,468
240024774967845,467273318815,657532987541354,211.226.43.110,260405052030+0100,240,02,24002,31067812,31237731,21807751,240-02-3287,240-02-3287-55,5G,Smartphone,1375
206018811729806,324965086376,570457049916247,35.126.15.132,260401005936+0100,206,01,20601,55697960,37801837,53825043,206-01-8796,206-01-8796-88,5G,IoT Device,77
206202529569103,324724154479,871303085818501,159.105.157.225,260407175712+0200,206,20,20620,35490165,30659464,42608925,206-20-4826,206-20-4826-91,3G,IoT Device,2648
206107649857742,324835984070,532098874720926,113.51.119.57,260408041533+0100,206,10,20610,38988510,43032727,48080343,206-10-6091,206-10-6091-98,4G,Smartphone,1706
206208785710933,324953000900,993355196325867,142.113.168.114,260406143345+0200,206,20,20620,44963411,41096638,34518932,206-20-1474,206-20-1474-91,5G,Tablet,1015
240087501632703,467391410526,912295676364272,119.111.114.37,260404093903+0200,240,08,24008,34506677,12487730,16291368,240-08-5173,240-08-5173-37,5G,Smartphone,1517
234206904268181,447845184894,694274006973577,205.14.77.10,260408050605+0100,234,20,23420,69690630,50917737,66172235,234-20-4707,234-20-4707-87,5G,Tablet,81
240044825457634,467378200137,989747026835281,13.92.238.93,260401194800+0100,240,04,24004,17869589,26276015,14331065,240-04-1964,240-04-1964-20,5G,IoT Device,1933
206104178584770,324639283109,188252205719104,152.123.155.22,260403142137+0200,206,10,20610,51516279,38053877,49794952,206-10-7561,206-10-7561-91,3G,Smartphone,1681
240164459830512,467206387078,217460325921816,34.141.163.57,260406064157+0200,240,16,24016,30032508,25742424,26181425,240-16-4841,240-16-4841-20,4G,Smartphone,2868
234308735445345,447346688658,366592174834835,191.95.214.34,260404000652+0100,234,30,23430,71975271,68355368,64393493,234-30-8033,234-30-8033-27,3G,Tablet,714
234307894026676,447543885380,532843073343265,200.227.93.238,260402022231+0000,234,30,23430,71725502,66940993,68598560,234-30-6928,234-30-6928-30,5G,Smartphone,2892
206107760131098,324824531157,242564878265227,185.166.244.167,260407005401+0200,206,10,20610,33923810,53214324,25313117,206-10-6296,206-10-6296-55,4G,Tablet,1910
206109711315687,324610242645,907167766394684,208.9.109.245,260406090314+0200,206,10,20610,42454798,47231851,32171443,206-10-3434,206-10-3434-59,5G,Smartphone,1552
206058680561062,324575626923,399703488331246,49.25.91.90,260408073224+0200,206,05,20605,54446243,46213708,37585211,206-05-8253,206-05-8253-58,5G,Smartphone,2536
206059966365807,324712094818,214289123989098,108.220.130.161,260402142753+0200,206,05,20605,36355070,45966396,41865759,206-05-2317,206-05-2317-98,5G,Smartphone,177
3104803633209481,151285319990,804822157014618,62.118.222.24,260401233519-0700,310,480,310480,85757725,71907385,75978935,310-480-8088,310-480-8088-63,5G,Tablet,1722
206055380299912,324528021326,467979820116628,167.126.73.12,260406031516+0100,206,05,20605,50736159,35054137,39843770,206-05-2317,206-05-2317-91,5G,Smartphone,2923
240028784185678,467963216239,282911466572444,220.44.20.214,260402135434+0100,240,02,24002,32831289,16364167,27062010,240-02-7482,240-02-7482-55,5G,Tablet,2679
234380285155333,447526433502,690076081607360,135.250.184.120,260404013743+0000,234,38,23438,64992535,64715190,63394197,234-38-7108,234-38-7108-35,3G,Tablet,323
240011468472896,467208121967,950029403971263,111.197.47.161,260402205519+0200,240,01,24001,26117551,32647896,24716538,240-01-6820,240-01-6820-20,5G,Smartphone,2777
240044512858913,467089817911,538023759872483,45.115.162.16,260403091717+0100,240,04,24004,19701204,17880517,11788225,240-04-6559,240-04-6559-43,4G,IoT Device,2435
3104801051640787,120248113537,947976893965272,165.25.137.77,260407185724-0600,310,480,310480,95683289,89988275,86266990,310-480-7293,310-480-7293-88,4G,IoT Device,1115
206013421121828,324929145470,965828385433212,29.196.49.97,260404180023+0100,206,01,20601,40760472,49775345,48568028,206-01-3939,206-01-3939-68,4G,Smartphone,2196
240241187816269,467977351059,720437113446850,49.211.175.6,260405201502+0200,240,24,24024,11236085,30811026,19870382,240-24-7882,240-24-7882-43,5G,Smartphone,1702
206015647437019,324753911776,664681056505276,77.196.188.180,260407235201+0200,206,01,20601,32244673,34195029,25889283,206-01-5853,206-01-5853-64,5G,Smartphone,688
234209544876150,447588491508,867871172446403,25.176.180.122,260407200505+0000,234,20,23420,61154707,50897989,64885407,234-20-9032,234-20-9032-46,3G,Tablet,934
